CODE,DESCRIPTION, CP (BP), CP (GHC) , PRICE ,STOCK AT HAND, STOCK VALUE ,JAN,FEB,MAR,APR,MAY,JUN,JULY,AUG,SEPT,OCT,NOV,DEC,,,,image_url
,MICROWAVE PACK 50 ANNOINTED,, GHC  80.00 , GHC  140.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
,GIFT BOXES SO CALM (SMALL), £ 1.20 , GHC  24.00 , GHC  50.00 ,1, GHC  50.00 ,,,,,,,,,,,,, GHC  -   ,1, GHC  -   ,
,MONEY BOX MELCOM,, GHC  18.00 , GHC  25.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
,MONEY TIN BOX ASSIST (LARGE),1.25,19.38,35.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
102074,MONEY TIN BOX ASSIST (MED), £ 0.60 , GHC  9.30 , GHC  35.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
,GIFT SHREDDED PAPER,, GHC  15.00 , GHC  25.00 ,2, GHC  50.00 ,,,,,,,,,,,,, GHC  -   ,2, GHC  -   ,
102073,MONEY TIN BOX ASSIST (XLARGE),2.00,31.00,50.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
,GIFT WRAP SHINNY LIGHT,, GHC  1.00 , GHC  2.50 ,42, GHC  105.00 ,,,,,,,,,,,,, GHC  -   ,42, GHC  -   ,
,GIRLS VEST,, GHC  15.00 , GHC  25.00 ,3, GHC  75.00 ,,,,,,,,,,,,, GHC  -   ,3, GHC  -   ,
105156,MONOPOLY GRAB AND GO,3.60,55.80,65.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
,GLASS MUG WITH STRAW,, GHC  17.00 , GHC  45.00 ,1, GHC  45.00 ,,,,,,,,,,,,, GHC  -   ,1, GHC  -   ,
,MONSTER TRUCK - WALMART, £ 2.49 , GHC  38.60 , GHC  100.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
,GLITZ ICE FOUNTAIN BLUE, £ 1.32 , GHC  26.40 , GHC  40.00 ,3, GHC  120.00 ,,,,,,,,,,,,, GHC  -   ,3, GHC  -   ,
,MUGS MULTI CHINA MALL,, GHC  13.50 , GHC  23.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
27105,MULTICOLORED BALLPOINT PENS (12), £ 0.60 , GHC  9.30 , GHC  25.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
100379,MUSICAL GUITAR PEE,,0.00,35.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
,MUSICAL INSTRUMENT SET, £ 2.95 , GHC  45.73 , GHC  95.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,/imgs/shopItems/img_6.png
,MY 1ST BK OF PRINCESS STORIES,4.00,62.00,75.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
,GLITZ ICE FOUNTAIN PINK, £ 1.32 , GHC  26.40 , GHC  40.00 ,3, GHC  120.00 ,,,,,,,,,,,,, GHC  -   ,3, GHC  -   ,
,GLIZ ICE FOUNTAIN SPARKLE CANDLE PK3, £ 1.32 , GHC  28.00 , GHC  38.00 ,5, GHC  190.00 ,,,,,,,,,,,,, GHC  -   ,5, GHC  -   ,
,MY CHESS GAME,2.20,34.10,70.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
5469,MY FIRST ACTIVITY TOY (2PCE),3.70,57.35,60.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
46757,MY FIRST TEETHING KEYS,3.70,57.35,55.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
109127,MY LITTLE PONY CARRY ALONG,0.70,10.85,12.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
,GLUE SET UK, £ 1.50 , GHC  30.00 , GHC  50.00 ,3, GHC  150.00 ,,,,,,,,,,,,, GHC  -   ,3, GHC  -   ,
,GOLDEN FORK ANNOINTED,, GHC  30.00 , GHC  45.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
,GRAFIX 3D FIRE FIGHTER PUZZLE, £ 0.70 , GHC  11.00 , GHC  45.00 ,1, GHC  45.00 ,,,,,,,,,,,,, GHC  -   ,1, GHC  -   ,
,GRAFIX DINO AND UNICORN WATER, £ 5.94 , GHC  118.80 , GHC  200.00 ,1, GHC  200.00 ,,,,,,,,,,,,, GHC  -   ,1, GHC  -   ,/imgs/shopItems/img_13.png
,GRAFIX PUZZLE PRINCESS 45 OAKAPPLE FARM, £ 0.70 , GHC  11.00 , GHC  45.00 ,2, GHC  90.00 ,,,,,,,,,,,,, GHC  -   ,2, GHC  -   ,
5471,MY SWIMMING GOGGLES,0.55,8.53,18.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
,GRAFIX PUZZLE PRINCESS 45 PIECES, £ 0.70 , GHC  11.00 , GHC  45.00 ,1, GHC  45.00 ,,,,,,,,,,,,, GHC  -   ,1, GHC  -   ,
114742,"NAPKINS 20 3PLY (33CM) (AUTUMN MUSHROOMS(2), GARDEN FLOWER (1), GOLD (3), ORCHIDCS (2), SILVER (3), SUN FLOWER (1))",0.55,8.53,15.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
90338,NAPKINS 20 3PLY (33CM) (GARDEN FLOWER),0.55,8.53,15.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
86420,NAPKINS 20 3PLY (33CM) (GOLD),0.55,8.53,15.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
86415,NAPKINS 20 3PLY (33CM) (ORCHIDS),0.55,8.53,15.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
110302,NAPKINS 20 3PLY (33CM) (SILVER) ,0.55,8.53,15.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
86410,NAPKINS 20 3PLY (33CM) (SUN FLOWER),0.55,8.53,15.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
86416,NAPKINS 30 2PLY (40X40CM),0.75,11.63,15.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
57002,GRAFIX SPACE 3D PUZZLE, £ 0.70 , GHC  10.85 , GHC  45.00 ,1, GHC  45.00 ,,,,,,,,,,,,, GHC  -   ,1, GHC  -   ,
,GREETING CARD 50TH,, GHC  14.00 , GHC  30.00 ,2, GHC  60.00 ,,,,,,,,,,,,, GHC  -   ,2, GHC  -   ,
,GREETING CARD 50TH,, GHC  11.00 , GHC  25.00 ,3, GHC  75.00 ,,,,,,,,,,,,, GHC  -   ,3, GHC  -   ,
,GREETING CARD 50TH,, GHC  10.00 , GHC  20.00 ,3, GHC  60.00 ,,,,,,,,,,,,, GHC  -   ,3, GHC  -   ,
,NOTEBOOK 100PGS, £ 1.04 , GHC  16.12 , GHC  30.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
,GREETING CARD 60TH,, GHC  23.00 , GHC  45.00 ,2, GHC  90.00 ,,,,,,,,,,,,, GHC  -   ,2, GHC  -   ,
,GREETING CARD 60TH,, GHC  20.00 , GHC  35.00 ,1, GHC  35.00 ,,,,,,,,,,,,, GHC  -   ,1, GHC  -   ,
67671,NOTEBOOK A5 FASHION,0.70,10.85,12.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
49900,NOTEBOOK A6 FASHION,0.40,6.20,8.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
,GREETING CARD 60TH,, GHC  11.00 , GHC  25.00 ,2, GHC  50.00 ,,,,,,,,,,,,, GHC  -   ,2, GHC  -   ,
,GREETING CARD 60TH ,, GHC  10.00 , GHC  20.00 ,2, GHC  40.00 ,,,,,,,,,,,,, GHC  -   ,2, GHC  -   ,
,GREETING CARD BABY BOY,, GHC  7.00 , GHC  20.00 ,5, GHC  100.00 ,,,,,,,,,,,,, GHC  -   ,5, GHC  -   ,
,NOTEBOOKS CHINA MALL BIG,, GHC  26.00 , GHC  45.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
,NOTEBOOKS CHINA MALL SML,, GHC  17.00 , GHC  35.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
40832,NOTEPAD BLOCK NOTEPAD PK12,0.60,9.30,6.00,0,0,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
49911,NOVELTY ERASERS (8),0.70,10.85,12.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
35533,NOVELTY PENS,,0.00,5.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
,NUBY EASY SIP CUP SET,,0.00,35.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
,NUBY FLIP IT TODDLER CUP, £ 4.99 , GHC  77.35 , GHC  115.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
,NUBY TRAVEL MEALTIME PACK SET,,0.00,30.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
,GREETING CARD BABY BOY,, GHC  9.00 , GHC  25.00 ,1, GHC  25.00 ,,,,,,,,,,,,, GHC  -   ,1, GHC  -   ,
106271,OMBRE CONFETTI BLK BAG MED PK6,0.50,7.75,11.00,0,0,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
106267,OMBRE CONFETTI BLK GIFT BAG EX LRG,0.75,11.63,16.00,0,0,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
40850,OMBRE CONFETTI GIFT BAG BOTTLEPK6,0.40,6.20,9.00,0,0,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
,PADDED STICKERS,0.70,10.85,12.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
,GREETING CARD BABY GIRL,, GHC  15.00 , GHC  25.00 ,2, GHC  50.00 ,,,,,,,,,,,,, GHC  -   ,2, GHC  -   ,
47002,PAPER GLUE TADI,,0.00,2.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
,GREETING CARD BABY GIRL,, GHC  9.00 , GHC  25.00 ,, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
,GREETING CARD BABY GIRL,, GHC  7.00 , GHC  20.00 ,1, GHC  20.00 ,,,,,,,,,,,,, GHC  -   ,1, GHC  -   ,
,GREETING CARD BIRTHDAY,, GHC  15.00 , GHC  25.00 ,1, GHC  25.00 ,,,,,,,,,,,,, GHC  -   ,1, GHC  -   ,
,GREETING CARD BIRTHDAY,, GHC  16.00 , GHC  35.00 ,2, GHC  70.00 ,,,,,,,,,,,,, GHC  -   ,2, GHC  -   ,
,PARTY BLOWOUTS,0.30,4.65,5.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
,PARTY CANNONS 2PCE,,0.00,12.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
,PARTY CUPS SET (12) - BIRTHDAY ,,0.00,12.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
,PARTY CUPS SET (8) - BIRTHDAY,,0.00,12.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
,GREETING CARD CHRISTMAS,, GHC  3.00 , GHC  15.00 ,9, GHC  135.00 ,,,,,,,,,,,,, GHC  -   ,9, GHC  -   ,
,GREETING CARD CHRISTMAS,, GHC  11.00 , GHC  25.00 ,6, GHC  150.00 ,,,,,,,,,,,,, GHC  -   ,6, GHC  -   ,
,GREETING CARD CHRISTMAS,, GHC  9.00 , GHC  22.00 ,4, GHC  88.00 ,,,,,,,,,,,,, GHC  -   ,4, GHC  -   ,
,GREETING CARD CHRISTMAS ,, GHC  25.00 , GHC  40.00 ,1, GHC  40.00 ,,,,,,,,,,,,, GHC  -   ,1, GHC  -   ,
,GREETING CARD CHRISTMAS ,, GHC  14.00 , GHC  25.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
,PARTY SILLY STRING, £ 0.70 , GHC  10.85 , GHC  20.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
,GREETING CARD CHRISTMAS PACK 10,, GHC  30.00 , GHC  50.00 ,3, GHC  150.00 ,,,,,,,,,,,,, GHC  -   ,3, GHC  -   ,
,GREETING CARD CHRISTMAS PACK 12,, GHC  80.00 , GHC  120.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
,GREETING CARD GET WELL,, GHC  5.00 , GHC  20.00 ,3, GHC  60.00 ,,,,,,,,,,,,, GHC  -   ,3, GHC  -   ,
,GREETING CARD MUM,, GHC  14.00 , GHC  25.00 ,3, GHC  75.00 ,,,,,,,,,,,,, GHC  -   ,3, GHC  -   ,
,GREETING CARD MUM,, GHC  10.00 , GHC  20.00 ,1, GHC  20.00 ,,,,,,,,,,,,, GHC  -   ,1, GHC  -   ,
,PARTY TIME CONFETTI SHOOTER, £ 3.17 , GHC  49.14 , GHC  80.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
,GREETING CARD MUM,, GHC  14.00 , GHC  35.00 ,1, GHC  35.00 ,,,,,,,,,,,,, GHC  -   ,1, GHC  -   ,
,PARTY TIME MASK,, GHC  8.00 , GHC  15.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
USA,PASTEL PENCILS 12,1.00,15.50,13.00,0,0,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
USA,PAW PATROL MARSHALLS,7.00,108.50,95.00,0,0,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
,PEE MARACAS BIG,,0.00,20.00,0,0,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
,GREETING CARD THANK YOU ,, GHC  11.00 , GHC  35.00 ,1, GHC  35.00 ,,,,,,,,,,,,, GHC  -   ,1, GHC  -   ,
,PENCIL CASE (A GEM FASHION),0.85,13.18,13.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
,PENCIL CASE (CARTOON CHARACTER), £ 0.80 , GHC  12.40 , GHC  45.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
,PENCIL CASE (JUST STATIONERY- CLEAR), £ 0.80 , GHC  12.40 , GHC  35.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
,GREETING CARD WEDDING,, GHC  20.00 , GHC  35.00 ,1, GHC  35.00 ,,,,,,,,,,,,, GHC  -   ,1, GHC  -   ,
,PENCIL CASE ATO,,0.00,22.00,0,0,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
,GREETING CARD WEDDING,, GHC  14.00 , GHC  25.00 ,4, GHC  100.00 ,,,,,,,,,,,,, GHC  -   ,4, GHC  -   ,
,GREETING CARDDS 50TH,, GHC  25.00 , GHC  40.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
79112,PENCIL CASE(DAYS OF SUMMER),1.00,15.50,12.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
,PENCIL SET (TAKORADI),,0.00,8.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
,GREETING CARDS 40TH,, GHC  15.00 , GHC  25.00 ,1, GHC  25.00 ,,,,,,,,,,,,, GHC  -   ,1, GHC  -   ,
,GREETING CARDS 50TH,, GHC  20.00 , GHC  30.00 ,4, GHC  120.00 ,,,,,,,,,,,,, GHC  -   ,4, GHC  -   ,
,GREETING CARDS 50TH,, GHC  9.00 , GHC  18.00 ,2, GHC  36.00 ,,,,,,,,,,,,, GHC  -   ,2, GHC  -   ,
,PENCIL SET JOT 12PK, £ 1.04 , GHC  16.12 , GHC  30.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
,PENCIL SET NATARAJ,,0.00,10.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
,GREETING CARDS 70TH,, GHC  25.00 , GHC  40.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
,PENCIL SHARPENER 4PK, £ 0.89 , GHC  13.80 , GHC  40.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
,GREETING CARDS 70TH,, GHC  13.00 , GHC  25.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
,GREETING CARDS 80TH,, GHC  20.00 , GHC  30.00 ,1, GHC  30.00 ,,,,,,,,,,,,, GHC  -   ,1, GHC  -   ,
,GREETING CARDS 90TH,, GHC  10.00 , GHC  20.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
,PENCIL WITH ERASER MELCOM TADI,,0.00,13.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
,PENCILS (SET),,0.00,2.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
,PENCILS SET (12),0.70,10.85,12.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
,PENCILS W/ EERASER TOP (6 PACK),0.35,5.43,12.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
114876,PENS 8PK FLORAL BURST,0.35,5.43,12.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
USA,PENT GEAR SHARPENED PENCIL 48,2.00,31.00,40.00,0,0,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
USA,PENT GEAR SHARPENED SILVER PENCIL 12,1.00,15.50,12.00,0,0,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
,GREETING CARDS BIG UK, £ 1.00 , GHC  20.00 , GHC  40.00 ,2, GHC  80.00 ,,,,,,,,,,,,, GHC  -   ,2, GHC  -   ,
,GREETING CARDS BIRTHDAY,, GHC  7.00 , GHC  20.00 ,12, GHC  240.00 ,,,,,,,,,,,,, GHC  -   ,12, GHC  -   ,
,GREETING CARDS BIRTHDAY,, GHC  15.00 , GHC  25.00 ,1, GHC  25.00 ,,,,,,,,,,,,, GHC  -   ,1, GHC  -   ,
,GREETING CARDS BIRTHDAY,, GHC  9.00 , GHC  20.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
,GREETING CARDS CONGRATULATIONS,, GHC  7.00 , GHC  18.00 ,1, GHC  18.00 ,,,,,,,,,,,,, GHC  -   ,1, GHC  -   ,
,GREETING CARDS CONGRATULATIONS,, GHC  9.00 , GHC  20.00 ,4, GHC  80.00 ,,,,,,,,,,,,, GHC  -   ,4, GHC  -   ,
,PINK PERFUME, £ -   , GHC  80.00 , GHC  150.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
,GREETING CARDS DAD,, GHC  9.00 , GHC  20.00 ,2, GHC  40.00 ,,,,,,,,,,,,, GHC  -   ,2, GHC  -   ,
,GREETING CARDS DAD,, GHC  20.00 , GHC  30.00 ,2, GHC  60.00 ,,,,,,,,,,,,, GHC  -   ,2, GHC  -   ,
,PLASTIC PLATES 50 PIECES,,0.00,30.00,0,0,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
,PLASTIC PLATES SML 20 PIECES,, GHC  7.00 , GHC  20.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
,PLASTIC PLATES SML 25 PIECES,, GHC  18.00 , GHC  30.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
,PLASTIC PLATES SML 50 PIECES,, GHC  -   , GHC  35.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
,GREETING CARDS DAD,, GHC  15.00 , GHC  25.00 ,2, GHC  50.00 ,,,,,,,,,,,,, GHC  -   ,2, GHC  -   ,
113966,PLASTIC TABLE CLOTH (WILKO),0.55,8.53,10.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
,PLATES,1.50,23.25,22.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
,PLAY DOUGH, £ 0.68 , GHC  10.54 , GHC  20.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
,GREETING CARDS HUSBAND,, GHC  9.00 , GHC  20.00 ,2, GHC  40.00 ,,,,,,,,,,,,, GHC  -   ,2, GHC  -   ,
,PLAYDOUGH ENTERTAINER,1.00,15.50,15.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
,GREETING CARDS HUSBAND,, GHC  15.00 , GHC  25.00 ,3, GHC  75.00 ,,,,,,,,,,,,, GHC  -   ,3, GHC  -   ,
,GREETING CARDS HUSBAND ,, GHC  20.00 , GHC  40.00 ,2, GHC  80.00 ,,,,,,,,,,,,, GHC  -   ,2, GHC  -   ,
,POLICE CAR VERSION BANANA,,0.00,55.00,0,0,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
76103,POSTER COLORS (LARGE),,0.00,20.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
,GREETING CARDS MOTHERS DAY,, GHC  10.00 , GHC  25.00 ,1, GHC  25.00 ,,,,,,,,,,,,, GHC  -   ,1, GHC  -   ,
,GREETING CARDS MOTHERS DAY,, GHC  9.00 , GHC  18.00 ,4, GHC  72.00 ,,,,,,,,,,,,, GHC  -   ,4, GHC  -   ,
,POTTY SEAT,,0.00,45.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
,GREETING CARDS MUM,, GHC  30.00 , GHC  45.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
,GREETING CARDS SYMPATHY,, GHC  15.00 , GHC  28.00 ,3, GHC  84.00 ,,,,,,,,,,,,, GHC  -   ,3, GHC  -   ,
,GREETING CARDS SYMPATHY ,, GHC  9.00 , GHC  20.00 ,2, GHC  40.00 ,,,,,,,,,,,,, GHC  -   ,2, GHC  -   ,
,PRINCESS BRACELET,1.00,15.50,20.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
,PRINCESS DOLL AND ACCESSORIES, £ 0.80 , GHC  12.40 , GHC  35.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
,PRINCEWARE STORAGE BOX PK7/8,,0.00,65.00,0,0,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
,GREETING CARDS THANK YOU,, GHC  20.00 , GHC  35.00 ,1, GHC  35.00 ,,,,,,,,,,,,, GHC  -   ,1, GHC  -   ,
37703,PRO DESSERT SPOON (6PC),0.11,1.71,3.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
103489,PRO MELAMINE TRAY M-PARIS,1.25,19.38,30.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
55126,PUSH ALONG QUAD BIKE,2.20,34.10,45.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
,PUSH AND SPIN[MELCOM],,0.00,60.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
40399,PUZZLE 3D FOOTBALL,0.70,10.85,25.00,0,0,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
40397,PUZZLE BEAUTY SALON,0.70,10.85,25.00,0,0,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
,GREETING CARDS THANK YOU,, GHC  9.00 , GHC  20.00 ,13, GHC  260.00 ,,,,,,,,,,,,, GHC  -   ,13, GHC  -   ,
3183,PUZZLE FIRE FIGHTER 45PCE,0.70,10.85,25.00,0,0,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
,GREETING CARDS THANK YOU,, GHC  7.00 , GHC  18.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
115941,REMOTE CAR (ASDA),5.00,77.50,90.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
57002,REMOTE CONTROL PAGANZI ZONDAR 1.24,10.00,155.00,140.00,0,0,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
56730,REMOTE CONTROL PORCHE 1.24,10.00,155.00,140.00,0,0,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
,REMOTE COUNTRY CROSS JEEP SMYTHS,10.00,155.00,150.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
,GREETING CARDS VALANTINE,, GHC  9.00 , GHC  18.00 ,3, GHC  54.00 ,,,,,,,,,,,,, GHC  -   ,3, GHC  -   ,
,GREETING CARDS VALANTINE,, GHC  10.00 , GHC  25.00 ,5, GHC  125.00 ,,,,,,,,,,,,, GHC  -   ,5, GHC  -   ,
,GREETING CARDS WEDDING,, GHC  15.00 , GHC  28.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
,GREETING CARDS WIFE,, GHC  25.00 , GHC  45.00 ,2, GHC  90.00 ,,,,,,,,,,,,, GHC  -   ,2, GHC  -   ,
,RIBBON PULLED,, GHC  1.50 , GHC  4.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
,GREETING CARDS WIFE,, GHC  7.00 , GHC  18.00 ,1, GHC  18.00 ,,,,,,,,,,,,, GHC  -   ,1, GHC  -   ,
,ROADSTERZ MEGA RACERS ,1.45,22.48,30.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
56011,ROSE GOLD WALLETS,0.60,9.30,12.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
,SANDWICH MAKER DNK,, GHC  295.00 , GHC  350.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
,SASH - PRINCESS, £ 1.04 , GHC  16.12 , GHC  35.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
,SASSY (NO SPILL CUP),, GHC  5.50 , GHC  60.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
,SCHOOL BAG BANANA,,0.00,75.00,0,0,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
,GREETINGCARD BIRTHDAY,, GHC  23.00 , GHC  45.00 ,1, GHC  45.00 ,,,,,,,,,,,,, GHC  -   ,1, GHC  -   ,
,GRIP & SIP SET (OLD), £ 0.80 , GHC  12.40 , GHC  20.00 ,3, GHC  60.00 ,,,,,,,,,,,,, GHC  -   ,3, GHC  -   ,
,HAMPTON BATH TOWEL NATURAL PK4, £ 11.60 , GHC  232.00 , GHC  150.00 ,8," GHC  1,200.00 ",,,,,,,,,,,,, GHC  -   ,8, GHC  -   ,
,SCOOTER BATMAN SMYTHS,5.00,77.50,140.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
,SCRAP PAPERS GIFT,, GHC  7.00 , GHC  15.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
,HAND WASH LIQUID SOAP ANNOINTED,, GHC  16.00 , GHC  25.00 ,4, GHC  100.00 ,,,,,,,,,,,,, GHC  -   ,4, GHC  -   ,
,SERVIETTE LARGE,, GHC  15.00 , GHC  45.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
,HAND WIPES,, GHC  10.00 , GHC  15.00 ,10, GHC  150.00 ,,,,,,,,,,,,, GHC  -   ,10, GHC  -   ,
,SET OF STORY BOOKS 5,, GHC  20.00 , GHC  50.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
,SHAPED CHARACTER CUSHION (35X24CM),2.00,31.00,30.00,0,0,,,,,,,,,,,,,0,0, GHC  -   ,
,HANKIE MENS 3 HANKIES, £ 0.85 , GHC  17.00 , GHC  35.00 ,12, GHC  420.00 ,,,,,,,,,,,,, GHC  -   ,12, GHC  -   ,
81927,SHARPENERS IN CONTAINER,, GHC  0.70 , GHC  2.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0, GHC  -   ,
